Division,Violent Crime,Property Crime,Drug Offences,DV-Related,Other Crimes,Total Crimes,IRSD Score,IRSD Decile,IRSDA Score,IRSDA Decile,IER Score,IER Decile,IEO Score,IEO Decile,Usual Resident Population,Violent_DV_Crime,log_vdv_crime,scaled_log_vdv_violence
Mossman,1684.2377260981912,3075.452196382429,814.4702842377261,532.2997416020671,3385.0129198966406,9491.472868217053,911.5915937,2.0,877.3622108,1.0,914.1076932,1.0,885.0301424,2.0,1935.0,2216.5374677002583,7.704152610410895,1.1941406140229325
Mount Garnet,759.3984962406015,1678.5714285714287,669.172932330827,161.65413533834587,2285.714285714286,5554.511278195489,810.6567268,1.0,829.8641193,1.0,865.159061,1.0,867.2610671,1.0,532.0,921.0526315789474,6.826602306069382,0.22186881310105885
Mount Morgan,815.6590683845392,1675.9167492566899,546.0852329038653,280.4757185332012,1592.6660059464816,4910.8027750247775,771.9355234,1.0,778.5930857,1.0,834.4765074,1.0,782.554064,1.0,2018.0,1096.1347869177403,7.000457321385417,0.41448948453648116
Mount Perry,219.71252566735114,591.3757700205339,320.3285420944558,65.70841889117044,445.5852156057495,1642.7104722792608,865.0201443,1.0,872.6238351,1.0,930.0063637,2.0,882.2625099,1.0,487.0,285.42094455852157,5.657462562854356,-1.0734661643256438
Moura,310.0852985449072,1053.1861515303563,189.66382338183644,104.86703462117411,890.6171600602107,2548.4194681384847,935.4735708,2.0,904.7197102,2.0,946.2998566,2.0,867.9246002,1.0,1993.0,414.9523331660813,6.030570669960664,-0.660085313746363
Mourilyan,567.7799607072691,1159.1355599214146,715.1277013752456,131.63064833005893,1929.2730844793714,4502.946954813359,948.4229417,2.0,901.3298861,2.0,970.6522647,3.0,870.6395081,1.0,509.0,699.410609037328,6.551666747409099,-0.08274288771383312
Mudgeeraba,382.49416929619974,1690.4925229798328,261.6271093428454,82.38441487172452,575.9363424338043,2992.9345589244067,1032.303019,7.0,1017.21327,7.0,1052.370964,7.0,1007.295186,7.0,14578.0,464.87858416792426,6.143925051180989,-0.5344956263789032
Mundubbera,250.0,562.5,605.3571428571428,41.07142857142857,1293.75,2752.6785714285716,886.7645389,1.0,877.9110616,1.0,898.5261676,1.0,853.2146066,1.0,1120.0,291.07142857142856,5.676998390749383,-1.0518216677355017
Murgon,886.0360360360361,3947.747747747748,1369.3693693693695,286.4864864864865,3122.9729729729734,9612.612612612613,864.0061157,1.0,858.1112523,1.0,893.2503517,1.0,880.7047149,1.0,2220.0,1172.5225225225226,7.067765207712376,0.48906248568706756
Nambour,631.947303417044,2250.9674763277067,479.20955125566076,191.60148209139564,1743.2688349114862,5296.994648003293,929.6530301,2.0,904.7525034,2.0,935.9564049,2.0,919.2064005,3.0,12145.0,823.5487855084397,6.7148363100593045,0.09803895892069364
Nanango,537.6460994835553,1337.319923892362,787.1704267463984,156.56428377276436,1482.7398749660235,4301.440608861103,839.6067878,1.0,827.0302766,1.0,889.7391443,1.0,840.72299,1.0,3679.0,694.2103832563197,6.544214509478771,-0.09099950930871122
Nebo,315.05250875145856,1528.588098016336,184.36406067677947,57.17619603267212,1260.2100350058342,3345.3908984830805,941.7793007,2.0,906.0822364,2.0,982.9470549,3.0,835.888101,1.0,857.0,372.2287047841307,5.92219138129974,-0.7801629043387992
Nerang,727.6513374002816,3057.778038479587,755.3965274519005,178.96527451900516,1469.7325199436884,6189.523697794462,972.1660864,3.0,943.0008394,3.0,984.579672,3.0,929.2623283,3.0,17048.0,906.6166119192867,6.810822055866533,0.20438526576728583
Noosa Heads,994.921875,4967.7734375,1375.390625,214.453125,4550.9765625,12103.515625,1059.629461,8.0,1063.410256,9.0,1038.621004,6.0,1069.442332,9.0,5120.0,1209.375,7.0986855079316955,0.5233202778963031
Normanton,3099.9281092739034,2820.273184759166,996.4054636951834,877.0668583752696,3834.6513299784324,11628.324946081955,812.7658867,1.0,847.5029853,1.0,795.2790786,1.0,868.2521934,1.0,1391.0,3976.994967649173,8.28853319436766,1.8415983836533165
Oakey,333.89402859545834,1226.2405382674517,280.067283431455,83.2632464255677,915.8957106812447,2839.3608074011777,887.2849712,1.0,859.9889936,1.0,939.614019,2.0,841.0318353,1.0,4756.0,417.15727502102607,6.035857617789369,-0.6542277005003027
Palm Beach,534.7116031561563,2766.9582237445716,377.39311272860726,102.51391522417273,915.7746651171326,4697.35151997064,1037.999736,7.0,1033.639856,8.0,1000.818251,4.0,1032.315004,8.0,16349.0,637.225518380329,6.458691697971638,-0.18575352802714465
Palm Island,3849.859681945744,3717.025257249766,629.5603367633303,1364.826941066417,4744.153414405987,14305.425631431244,566.9441807,1.0,706.884793,1.0,570.295082,1.0,851.2493588,1.0,2138.0,5214.686623012161,8.559426021857629,2.141730986807187
Palmwoods,182.79062450841593,828.5354727072518,233.12883435582822,60.09123800534844,531.5400346075193,1836.0862041843639,1023.84531,6.0,997.5390495,6.0,1043.498847,7.0,983.7549793,6.0,6357.0,242.88186251376436,5.496683938019492,-1.2515989988133864
Petrie,1783.6505388672324,8889.704196285256,1699.3808759458839,481.4262783765191,4213.941756477871,17068.103645952764,1007.475021,5.0,978.4572194,5.0,1011.744405,5.0,968.3208062,5.0,8722.0,2265.0768172437515,7.725805340944408,1.218130508626743
Pimpama,620.259339051258,2439.616275761148,316.57249705296533,139.70976789561402,923.9461810495509,4440.104060810536,995.2764739,4.0,974.281594,5.0,1006.587832,4.0,959.599513,5.0,24601.0,759.9691069468721,6.634592761698477,0.00913403929254117
Pittsworth,232.42424242424244,808.7878787878789,98.18181818181817,64.54545454545455,487.57575757575756,1691.5151515151515,962.1016857,3.0,919.0671395,2.0,969.3168211,3.0,887.8484757,2.0,3300.0,296.969696969697,5.696991793313676,-1.0296702065354202
Pomona,186.6257250085295,649.6076424428522,226.5438416922552,49.81235073353804,682.360968952576,1794.950528829751,1019.279669,6.0,980.5486026,5.0,1031.791416,6.0,968.0541231,5.0,2931.0,236.43807574206755,5.46990685576014,-1.2812663601748178
Pormpuraaw,3909.983633387889,1826.5139116202947,363.33878887070375,1147.2995090016366,5774.140752864157,13021.27659574468,547.204349,1.0,706.0980262,1.0,512.2059331,1.0,758.922157,1.0,611.0,5057.283142389526,8.52878240478325,2.107779742516955
Port Douglas,272.87671232876716,1225.4794520547944,191.2328767123288,37.53424657534247,972.6027397260274,2699.72602739726,998.5953717,5.0,970.0119801,5.0,948.2301721,2.0,961.1756923,5.0,3650.0,310.41095890410963,5.741113451150955,-0.9807861214717156
Proserpine,506.3641394576647,1569.175428887659,602.6563364692861,141.67127836192583,1993.3591588267848,4813.2263420033205,930.1561643,2.0,890.0600111,2.0,933.2699632,2.0,869.8632508,1.0,3614.0,648.0354178195905,6.475487288126584,-0.16714504643160943
Quilpie,200.0,413.20754716981133,120.75471698113208,26.41509433962264,462.26415094339626,1222.6415094339623,976.1572521,3.0,942.4280377,3.0,945.8765783,2.0,901.0444873,2.0,530.0,226.41509433962264,5.426776957036222,-1.329051637096746
Ravenshoe,901.6516516516516,1626.126126126126,466.966966966967,329.57957957957956,1832.5825825825825,5156.906906906907,842.0907592,1.0,832.7207342,1.0,897.0578065,1.0,844.988475,1.0,1332.0,1231.231231231231,7.116581814170022,0.5431482852596458
Redcliffe,1762.6195028680688,6986.5200764818355,1423.9005736137667,524.7609942638624,3515.1051625239006,14212.906309751434,934.5479442,2.0,923.8054401,2.0,919.0994098,1.0,937.5222643,3.0,10460.0,2287.3804971319314,7.735599639867204,1.228981989852745
Redland Bay,162.17166979362102,737.0426829268292,121.71669793621014,49.60131332082551,365.44324577861164,1435.9756097560976,1039.283305,7.0,1013.128605,7.0,1073.432661,8.0,969.2847264,5.0,17056.0,211.77298311444653,5.360225790358854,-1.4027862393853407
Richmond,368.5121107266436,880.6228373702421,131.4878892733564,114.18685121107266,1209.3425605536331,2704.152249134948,989.441188,4.0,953.9514826,4.0,981.847022,3.0,899.0945353,2.0,578.0,482.69896193771626,6.181462733739631,-0.4929061812574518
Robina,267.6643672785378,1896.3326707977708,179.50816477649167,52.92489964534861,462.1770139132468,2858.607116411396,1039.79441,7.0,1035.029448,8.0,1017.660357,5.0,1032.661698,8.0,25659.0,320.5892669238864,5.773275162754997,-0.9451529217482472
Roma,436.67739105001465,1305.49868382568,602.2228721848494,81.16408306522375,1647.4115238373795,4072.9745539631467,988.2278184,4.0,953.324813,4.0,953.2372356,2.0,929.4928555,3.0,6838.0,517.8414741152384,6.251598391643439,-0.41520018300115286
Rosewood,627.3368066196751,1685.565430585351,318.1121667177444,146.49095923996322,1063.1320870364696,3840.637450199203,881.4661089,1.0,862.794456,1.0,911.3390086,1.0,862.5966499,1.0,3263.0,773.8277658596384,6.652640767054446,0.0291301199544494
Runaway Bay,897.2926514825956,3974.0008594757196,495.27288354103996,195.63816072195962,1259.8839707778257,6822.08852599914,1023.257288,6.0,1011.750535,7.0,1013.826872,5.0,998.778115,6.0,9308.0,1092.9308122045552,6.997532738024561,0.4112492259243677
Russell Island,328.8263926446728,845.0513791238508,371.55219037317465,126.01406165494863,745.5381287182261,2416.9821525148727,799.4720761,1.0,796.9641558,1.0,868.7625512,1.0,838.0843234,1.0,3698.0,454.84045429962146,6.1221428673698925,-0.5586289472577755
Sandgate,1068.0064961429152,5247.259439707674,929.3544457978076,294.35647584246857,2923.8733252131547,10462.85018270402,1030.549684,6.0,1040.558121,8.0,998.183744,4.0,1061.562272,9.0,4926.0,1362.3629719853839,7.2177096999750106,0.6551917671758385
Sarina,468.41074924363767,1647.0902295782168,437.8003203416978,136.3231891795693,1463.9615589962627,4153.586047339385,951.8350701,2.0,908.49947,2.0,988.0235103,3.0,850.9168331,1.0,5619.0,604.733938423207,6.406440844154358,-0.2436442625973441
Seaforth,352.5,1026.25,172.5,106.25,576.25,2233.75,986.5630099,4.0,923.0572565,2.0,1004.994572,4.0,866.2637205,1.0,800.0,458.75,6.130682863484431,-0.5491671564509472
Sherwood,412.19993423216044,4113.61394278198,366.9845445577113,74.8109174613614,918.4478789871753,5886.057218020388,1071.230421,9.0,1095.410309,10.0,1024.380996,5.0,1126.249433,10.0,6082.0,487.01085169352183,6.190337642682796,-0.4830733276210279
Sippy Downs,200.62370062370064,822.5051975051974,139.63963963963963,42.01316701316701,396.4830214830215,1601.264726264726,1004.758045,5.0,986.9841979,6.0,1006.603349,4.0,984.0521249,6.0,11544.0,242.63686763686766,5.495678869363178,-1.2527125531107193
Smithfield,985.8943577430972,4254.201680672269,608.9435774309724,226.7406962785114,1802.8211284513807,7878.601440576231,1041.549375,7.0,1020.961838,7.0,1027.572401,6.0,1017.817464,7.0,6664.0,1212.6350540216085,7.101375311946124,0.5263004154226614
South Kolan,651.8282988871225,1263.9109697933227,386.3275039745628,123.2114467408585,1267.0906200317963,3692.368839427663,954.1086589,3.0,903.0191212,2.0,1010.114231,5.0,857.0117289,1.0,1258.0,775.039745627981,6.654203737464351,0.03086179510481742
Southport,817.5664655031806,3996.8194421790895,699.8314576197466,192.13831348882727,1588.5663023976513,7294.921981188495,956.1539104,3.0,967.7621237,4.0,890.7181749,1.0,1003.164687,7.0,36786.0,1009.7047789920078,6.918403167467586,0.3235785252352094
Springfield,1636.3015569516526,5776.017481562414,646.5446599289811,315.35099699535647,2184.102704179186,10558.317399617592,1014.330524,5.0,992.6897463,6.0,1040.689368,6.0,981.1664495,6.0,7322.0,1951.652553947009,7.576944011284954,1.0532013047285969
Springsure,126.31578947368422,312.63157894736844,157.89473684210526,48.421052631578945,734.7368421052631,1380.0,980.7432411,4.0,947.4340164,3.0,987.7114228,3.0,909.0405697,2.0,950.0,174.73684210526318,5.168987660777214,-1.6146663330203055
Springwood,806.5911431513904,5868.383110195675,592.3789907312049,216.0659114315139,1625.849639546859,9109.268795056643,1027.194076,6.0,1006.342048,7.0,1013.982344,5.0,998.6222336,6.0,9710.0,1022.6570545829043,6.931136841871484,0.33768665383339913
Stafford,1043.9954141587848,9279.306391516193,1356.2625394095728,279.1630839782173,2764.2591000286616,14722.986529091431,1011.675716,5.0,1022.318073,8.0,958.8758629,2.0,1050.818768,9.0,6978.0,1323.158498137002,7.188532440915932,0.6228651574407745
Stanthorpe,338.06280741581537,892.7355278093077,780.5524025728339,66.96935300794551,1569.9962164207338,3648.3163072266366,913.1038473,2.0,890.2541468,2.0,926.2251268,1.0,887.6454504,2.0,5286.0,405.0321604237609,6.006432369330965,-0.6868290672478118
Surfers Paradise,666.5909435105254,2689.1564440405873,790.2468574890202,85.49144328335605,2294.0330152960773,6525.518703619567,986.3086771,4.0,995.7748093,6.0,912.7858547,1.0,1010.523082,7.0,26412.0,752.0823867938815,6.624174633227759,-0.0024086067305391983
Tannum Sands,307.44212741534346,979.146738090683,356.2272814233786,137.1723742108284,1096.8050506982975,2876.793571838531,1008.871193,5.0,976.9572313,5.0,1021.062316,5.0,943.2548328,4.0,5227.0,444.6145016261719,6.0994542321279,-0.5837665606094621
Tara,827.2727272727273,2363.131313131313,987.8787878787879,124.74747474747474,2145.4545454545455,6448.484848484848,769.7739291,1.0,791.4671533,1.0,862.4569689,1.0,834.2877451,1.0,1980.0,952.020202020202,6.85963610177181,0.2584682284052165
Taroom,168.36158192090394,419.2090395480226,135.59322033898306,47.45762711864407,746.8926553672316,1517.5141242937852,978.5842587,3.0,934.1117508,3.0,979.8181557,3.0,899.1419842,2.0,885.0,215.819209039548,5.379063868221455,-1.3819148069457823
Texas,360.75949367088606,1074.6835443037974,536.7088607594936,62.0253164556962,1411.392405063291,3445.569620253165,846.614812,1.0,834.8291778,1.0,880.8421346,1.0,833.5193382,1.0,790.0,422.7848101265823,6.049225803112059,-0.6394165728026119
The Gap,119.75978750433075,1007.67987065481,168.49520729876429,26.67744543249798,344.95900219424874,1667.5713130846518,1093.496228,10.0,1108.933492,10.0,1095.640003,9.0,1124.927436,10.0,17318.0,146.43723293682874,4.993402545800954,-1.809203848543296
Thursday Island,1329.0552584670231,1787.5222816399287,255.2584670231729,291.97860962566847,1406.7736185383244,5070.588235294117,914.902265,2.0,945.0611104,3.0,834.1065292,1.0,986.5832842,6.0,2805.0,1621.0338680926916,7.3914361149090855,0.8476699572921282
Tiaro,1303.3419023136248,4235.21850899743,958.8688946015425,429.3059125964011,3012.853470437018,9939.588688946016,848.4604669,1.0,837.8021438,1.0,933.1178506,2.0,848.5682282,1.0,778.0,1732.6478149100258,7.457983031123534,0.9213998503290506
Tieri,94.26229508196721,301.91256830601094,49.18032786885246,28.688524590163937,244.53551912568307,718.5792349726776,1047.748901,8.0,1000.80721,6.0,975.9985927,3.0,920.923739,3.0,732.0,122.95081967213115,4.819884871384959,-2.001450766995233
Tin Can Bay,552.9873528129089,1350.6323593545574,256.4326210204972,165.72176188399476,1475.3597906672483,3801.133885739206,887.5438728,1.0,863.6361377,1.0,907.0979981,1.0,875.3671666,1.0,2293.0,718.7091146969036,6.578847123011726,-0.052628702115403325
Toogoolawah,384.16666666666663,1013.3333333333334,160.0,68.33333333333333,947.5,2573.333333333333,929.8659,2.0,885.9711454,1.0,966.1375342,3.0,863.6058855,1.0,1200.0,452.49999999999994,6.116995269555191,-0.5643321692530969
Tully,841.6385135135134,1627.5337837837837,532.9391891891892,217.48310810810813,2319.6790540540537,5539.273648648648,910.7506749,2.0,885.5913858,1.0,907.150123,1.0,852.080545,1.0,2368.0,1059.1216216216217,6.966138917903171,0.37646680276727595
Upper Mount Gravatt,1132.1296296296298,9901.944444444443,804.8148148148148,183.14814814814815,3019.4444444444443,15041.481481481482,1006.025534,5.0,1018.120287,7.0,941.8602138,2.0,1050.584452,9.0,10800.0,1315.2777777777778,7.182563166950312,0.616251568772369
Walkerston,126.69432918395573,634.3015214384509,108.43706777316736,60.85753803596127,336.3762102351314,1266.6666666666665,1028.20228,6.0,968.4007089,4.0,1043.454518,7.0,893.7988118,2.0,3615.0,187.551867219917,5.23937312670448,-1.5366835628277988
Wandoan,418.9189189189189,806.3063063063063,771.7717717717718,75.07507507507508,1743.2432432432431,3815.3153153153153,871.5926153,1.0,875.1088638,1.0,906.3188283,1.0,895.2081065,2.0,666.0,493.99399399399397,6.204545629149614,-0.46733175187178144
Warwick,352.9363917358061,1106.39336261591,488.3683097445908,82.96730112249878,1319.66813079551,3350.3334960143156,898.4628812,1.0,874.1178885,1.0,917.5193603,1.0,866.0029097,1.0,12294.0,435.9036928583049,6.079712788332529,-0.6056388669795519
Weipa,1494.579945799458,1926.8292682926829,228.54561878952123,518.970189701897,3050.1355013550137,7219.060523938572,1045.481781,7.0,1032.417624,8.0,1008.114001,4.0,945.4803452,4.0,2214.0,2013.550135501355,7.608151191639343,1.0877769424951664
West End,647.0468431771894,4207.603530210455,506.449422946368,77.05363204344874,1382.3489477257299,6820.502376103191,1054.22359,8.0,1100.803484,10.0,940.798896,2.0,1151.337505,10.0,14730.0,724.1004752206381,6.586310231763677,-0.04436003631831264
Winton,339.9532710280374,656.5420560747664,212.61682242990653,88.78504672897196,1376.1682242990653,2674.0654205607475,970.285861,3.0,926.99219,2.0,936.1150444,2.0,895.5702916,2.0,856.0,428.7383177570094,6.0631764600819755,-0.623960102319861
Wondai,398.4810126582278,1123.0379746835445,487.0886075949367,90.63291139240506,1045.0632911392406,3144.3037974683543,896.9391576,1.0,871.8707249,1.0,923.1486034,1.0,880.9865371,1.0,1975.0,489.1139240506329,6.194637862143702,-0.47830894875986196
Woodford,536.7976131277971,744.654400795624,515.1665837891596,233.9632023868722,1466.1859771258082,3496.7677772252614,959.6140221,3.0,922.6670546,2.0,1014.61504,5.0,885.6979843,2.0,4022.0,770.7608155146694,6.648674677556398,0.024735936555724106
Woorabinda,2801.766437684004,3723.258096172718,989.2051030421982,1275.7605495583905,6657.507360157017,15447.497546614328,492.4761137,1.0,658.6735642,1.0,513.1513378,1.0,816.2933995,1.0,1019.0,4077.526987242394,8.313491169671641,1.869250286314752
Wynnum,606.0131091479054,3276.2895411798236,670.9888857224281,161.0857794243374,1626.3892846964948,6340.766600170989,1030.757405,6.0,1031.26829,8.0,1015.570439,5.0,1029.874843,8.0,14036.0,767.0988885722428,6.64391848602044,0.01946636866050768
Yamanto,2233.956950311808,7837.054918527459,1203.781935224301,510.5612552806277,4246.630456648561,16031.98551599276,1009.962283,5.0,961.08722,4.0,1029.029733,6.0,920.3837134,3.0,4971.0,2744.518205592436,7.917725117763209,1.430765825504853
Yarrabah,2138.12375249501,1565.2694610778444,205.18962075848304,684.2315369261477,2570.8582834331337,7163.672654690619,512.4605016,1.0,677.6226035,1.0,568.868629,1.0,787.5902336,1.0,2505.0,2822.355289421158,7.945681275602236,1.4617395301398284
Yarraman,252.88376220053237,903.2830523513753,420.5856255545696,62.11180124223603,1057.675244010648,2696.539485359361,849.3216558,1.0,836.1138755,1.0,905.8852814,1.0,842.0823646,1.0,1127.0,314.9955634427684,5.7557281737502795,-0.964593907086603
Yeppoon,622.7085405712661,2480.886741509166,482.30780162000855,205.05897399459997,1837.9991473639334,5628.961205058974,951.3714229,2.0,927.917314,3.0,955.4534537,2.0,913.2835299,2.0,7037.0,827.7675145658661,6.7199396749912275,0.10369317360055239
Yungaburra,206.7610062893082,658.0188679245283,146.22641509433961,47.9559748427673,726.4150943396226,1785.3773584905662,1025.749234,6.0,987.7208804,6.0,1005.045224,4.0,982.2039161,6.0,1272.0,254.7169811320755,5.5440712904638945,-1.1990967248421975
